createdAt,value
2023-01-30 05:55:00.624000+00:00,7.1
2023-01-30 06:55:00.827000+00:00,6.2
2023-01-30 07:55:01.567000+00:00,6.2
2023-01-30 08:55:00.737000+00:00,6.8
2023-01-30 09:55:00.765000+00:00,7.2
2023-01-30 10:55:00.726000+00:00,7.4
2023-01-30 11:55:00.585000+00:00,7.9
2023-01-30 12:55:00.810000+00:00,8.2
2023-01-30 13:55:00.881000+00:00,8.3
2023-01-30 14:55:00.593000+00:00,7.8
2023-01-30 15:55:00.606000+00:00,7.5
2023-01-30 16:55:00.893000+00:00,6.7
2023-01-30 17:55:00.642000+00:00,6.0
2023-01-30 18:55:00.592000+00:00,5.6
2023-01-30 19:55:00.593000+00:00,5.3
2023-01-30 20:55:00.602000+00:00,4.9
2023-01-30 21:55:00.624000+00:00,4.4
2023-01-30 22:55:00.751000+00:00,4.0
2023-01-30 23:55:00.660000+00:00,4.1
2023-01-31 00:55:00.638000+00:00,3.6
2023-01-31 01:55:00.644000+00:00,3.2
2023-01-31 02:55:00.921000+00:00,3.6
2023-01-31 03:55:00.605000+00:00,4.7
2023-01-31 04:55:00.582000+00:00,4.7
2023-01-31 05:55:00.671000+00:00,4.9
2023-01-31 06:55:00.721000+00:00,5.1
2023-01-31 07:55:00.732000+00:00,5.3
2023-01-31 08:55:00.771000+00:00,5.6
2023-01-31 09:55:00.704000+00:00,6.1
2023-01-31 10:55:00.817000+00:00,6.8
2023-01-31 11:55:00.813000+00:00,6.4
2023-01-31 12:55:00.728000+00:00,7.2
2023-01-31 13:55:00.688000+00:00,8.1
2023-01-31 14:55:00.724000+00:00,8.7
2023-01-31 15:55:00.742000+00:00,8.8
2023-01-31 16:55:00.756000+00:00,8.1
2023-01-31 17:55:00.687000+00:00,7.4
2023-01-31 18:55:00.719000+00:00,6.7
2023-01-31 19:55:00.756000+00:00,5.9
2023-01-31 20:55:01.659000+00:00,5.3
2023-01-31 21:55:00.681000+00:00,5.5
2023-01-31 22:55:00.901000+00:00,4.8
2023-01-31 23:55:00.799000+00:00,4.9
2023-02-01 00:55:00.705000+00:00,5.1
2023-02-01 01:55:00.740000+00:00,5.1
2023-02-01 02:55:00.727000+00:00,6.6
2023-02-01 03:55:00.799000+00:00,6.6
2023-02-01 04:55:00.700000+00:00,6.7
2023-02-01 05:55:00.743000+00:00,6.7
2023-02-01 06:55:00.779000+00:00,6.5
2023-02-01 07:55:00.784000+00:00,6.5
2023-02-01 08:55:00.810000+00:00,6.9
2023-02-01 09:55:00.779000+00:00,7.3
2023-02-01 10:55:00.747000+00:00,6.2
2023-02-01 11:55:00.775000+00:00,7.2
2023-02-01 12:55:01.740000+00:00,7.8
2023-02-01 13:55:00.833000+00:00,7.1
2023-02-01 14:55:00.805000+00:00,7.6
2023-02-01 15:55:00.815000+00:00,5.9
2023-02-01 16:55:00.799000+00:00,6.6
2023-02-01 17:55:00.842000+00:00,6.3
2023-02-01 18:55:00.811000+00:00,7.3
2023-02-01 19:55:00.845000+00:00,6.1
2023-02-01 20:55:00.759000+00:00,5.7
2023-02-01 21:55:00.438000+00:00,5.4
2023-02-01 22:55:00.418000+00:00,5.6
2023-02-01 23:55:00.397000+00:00,6.6
2023-02-02 00:55:00.408000+00:00,6.9
2023-02-02 01:55:00.410000+00:00,6.8
2023-02-02 02:55:00.417000+00:00,6.4
2023-02-02 03:55:00.410000+00:00,6.6
2023-02-02 04:55:00.434000+00:00,7.1
2023-02-02 05:55:00.398000+00:00,7.2
2023-02-02 06:55:00.408000+00:00,7.2
2023-02-02 07:55:13.982000+00:00,7.3
2023-02-02 08:55:00.439000+00:00,7.3
2023-02-02 09:55:00.436000+00:00,7.5
2023-02-02 10:55:02.809000+00:00,7.7
2023-02-02 11:55:00.395000+00:00,7.7
2023-02-02 12:55:00.435000+00:00,7.9
2023-02-02 13:55:00.414000+00:00,7.7
2023-02-02 14:55:00.383000+00:00,7.6
2023-02-02 15:55:00.452000+00:00,7.6
2023-02-02 16:55:00.413000+00:00,7.7
2023-02-02 17:55:00.419000+00:00,7.9
2023-02-02 18:55:00.404000+00:00,7.9
2023-02-02 19:55:00.391000+00:00,7.9
2023-02-02 20:55:00.359000+00:00,7.9
2023-02-02 21:55:00.363000+00:00,8.0
2023-02-02 22:55:00.447000+00:00,8.5
2023-02-02 23:55:00.422000+00:00,8.3
2023-02-03 00:55:00.420000+00:00,8.7
2023-02-03 01:55:00.377000+00:00,8.7
2023-02-03 02:55:00.357000+00:00,8.7
2023-02-03 03:55:00.381000+00:00,9.1
2023-02-03 04:55:00.386000+00:00,9.4
2023-02-03 05:55:00.364000+00:00,9.5
2023-02-03 06:55:00.367000+00:00,9.4
2023-02-03 07:55:00.369000+00:00,9.3
2023-02-03 08:55:00.404000+00:00,9.5
2023-02-03 09:55:00.392000+00:00,10.0
2023-02-03 10:55:00.447000+00:00,10.4
2023-02-03 11:55:00.317000+00:00,9.2
2023-02-03 12:55:00.648000+00:00,9.5
2023-02-03 13:55:00.585000+00:00,9.3
2023-02-03 14:55:00.531000+00:00,9.1
2023-02-03 15:55:00.406000+00:00,8.7
2023-02-03 16:55:00.470000+00:00,8.3
2023-02-03 17:55:00.923000+00:00,7.7
2023-02-03 18:55:00.373000+00:00,7.7
2023-02-03 19:55:00.346000+00:00,7.9
2023-02-03 20:55:00.665000+00:00,7.9
2023-02-03 21:55:00.473000+00:00,7.7
2023-02-03 22:55:00.298000+00:00,7.4
2023-02-03 23:55:00.453000+00:00,7.3
2023-02-04 00:55:00.354000+00:00,7.1
2023-02-04 01:55:00.343000+00:00,6.4
2023-02-04 02:55:00.392000+00:00,5.9
2023-02-04 03:55:00.540000+00:00,6.1
2023-02-04 04:55:00.398000+00:00,5.7
2023-02-04 05:55:00.454000+00:00,5.2
2023-02-04 06:55:00.425000+00:00,4.7
2023-02-04 07:55:00.358000+00:00,5.4
2023-02-04 08:55:00.316000+00:00,6.5
2023-02-04 09:55:00.651000+00:00,7.5
2023-02-04 10:55:00.558000+00:00,8.4
2023-02-04 11:55:00.394000+00:00,9.4
2023-02-04 12:55:00.469000+00:00,10.1
2023-02-04 13:55:00.451000+00:00,9.7
2023-02-04 14:55:00.667000+00:00,9.3
2023-02-04 15:55:00.383000+00:00,8.5
2023-02-04 16:55:00.410000+00:00,7.5
2023-02-04 17:55:00.531000+00:00,7.2
2023-02-04 18:55:00.377000+00:00,7.2
2023-02-04 19:55:00.367000+00:00,6.9
2023-02-04 20:55:00.598000+00:00,6.2
2023-02-04 21:55:00.343000+00:00,6.3
2023-02-04 22:15:00.383000+00:00,6.2
2023-02-04 22:55:00.692000+00:00,5.9
2023-02-04 23:55:00.505000+00:00,6.2
2023-02-05 00:55:00.420000+00:00,6.5
2023-02-05 01:55:00.335000+00:00,6.9
2023-02-05 02:55:00.314000+00:00,6.9
2023-02-05 03:55:00.416000+00:00,7.0
2023-02-05 04:55:00.586000+00:00,6.9
2023-02-05 05:55:00.595000+00:00,6.7
2023-02-05 06:55:00.480000+00:00,5.6
2023-02-05 07:55:00.553000+00:00,5.8
2023-02-05 08:55:00.510000+00:00,6.1
2023-02-05 09:55:00.485000+00:00,6.9
2023-02-05 10:55:00.638000+00:00,7.5
2023-02-05 11:55:00.479000+00:00,7.7
2023-02-05 12:55:00.494000+00:00,8.3
2023-02-05 13:55:00.587000+00:00,8.3
2023-02-05 14:55:00.509000+00:00,8.1
2023-02-05 15:55:00.460000+00:00,7.4
2023-02-05 16:55:00.469000+00:00,6.8
2023-02-05 17:55:00.556000+00:00,6.2
2023-02-05 18:55:00.455000+00:00,5.5
2023-02-05 19:55:00.749000+00:00,4.2
2023-02-05 20:55:00.556000+00:00,3.7
2023-02-05 21:55:00.610000+00:00,2.9
2023-02-05 22:55:00.518000+00:00,2.6
2023-02-05 23:55:00.532000+00:00,2.9
2023-02-06 00:55:00.566000+00:00,2.3
2023-02-06 01:55:00.642000+00:00,2.8
2023-02-06 02:55:00.656000+00:00,3.1
2023-02-06 03:55:00.590000+00:00,2.7
2023-02-06 04:55:00.662000+00:00,2.8
2023-02-06 05:55:00.530000+00:00,2.7
2023-02-06 06:55:00.599000+00:00,2.9
2023-02-06 07:55:00.635000+00:00,3.3
2023-02-06 08:55:00.559000+00:00,4.2
2023-02-06 09:55:00.530000+00:00,5.7
2023-02-06 10:55:00.486000+00:00,6.9
2023-02-06 11:55:00.445000+00:00,7.7
2023-02-06 12:55:00.509000+00:00,7.9
2023-02-06 13:55:00.480000+00:00,7.3
2023-02-06 14:55:00.431000+00:00,7.2
2023-02-06 15:55:00.448000+00:00,6.4
2023-02-06 16:55:00.644000+00:00,4.5
2023-02-06 17:55:00.645000+00:00,2.9
2023-02-06 18:55:00.428000+00:00,1.9
2023-02-06 19:55:00.444000+00:00,1.0
2023-02-06 20:55:00.521000+00:00,0.6
2023-02-06 21:55:00.593000+00:00,-0.3
2023-02-06 22:55:00.522000+00:00,-0.7
2023-02-06 23:55:00.549000+00:00,-1.4
2023-02-07 00:55:00.513000+00:00,-1.9
2023-02-07 01:55:00.481000+00:00,-2.1
2023-02-07 02:55:00.525000+00:00,-2.5
2023-02-07 03:55:00.512000+00:00,-3.0
2023-02-07 04:55:00.543000+00:00,-3.3
2023-02-07 05:55:00.559000+00:00,-3.7
2023-02-07 06:55:00.545000+00:00,-3.9
2023-02-07 07:55:00.577000+00:00,-2.6
2023-02-07 08:55:00.454000+00:00,0.1
2023-02-07 09:55:00.513000+00:00,1.1
2023-02-07 10:55:00.513000+00:00,2.7
2023-02-07 11:55:00.476000+00:00,4.1
2023-02-07 12:55:00.561000+00:00,5.2
2023-02-07 13:55:00.518000+00:00,6.5
2023-02-07 14:55:00.489000+00:00,4.5
2023-02-07 15:55:00.486000+00:00,4.0
2023-02-07 16:55:00.511000+00:00,2.3
2023-02-07 17:55:00.471000+00:00,1.0
2023-02-07 18:55:00.795000+00:00,-0.7
2023-02-07 19:55:00.735000+00:00,-1.1
2023-02-07 20:55:00.593000+00:00,-1.8
2023-02-07 21:55:00.633000+00:00,-2.5
2023-02-07 22:55:00.642000+00:00,-3.2
2023-02-07 23:55:00.658000+00:00,-3.4
2023-02-08 00:55:00.700000+00:00,-3.8
2023-02-08 01:55:00.669000+00:00,-4.2
2023-02-08 02:55:00.590000+00:00,-4.7
2023-02-08 03:55:00.969000+00:00,-4.8
2023-02-08 04:55:00.674000+00:00,-5.1
2023-02-08 05:55:00.582000+00:00,-5.5
2023-02-08 06:55:00.655000+00:00,-5.5
2023-02-08 07:55:00.637000+00:00,-4.8
2023-02-08 08:55:00.595000+00:00,1.0
2023-02-08 09:55:00.704000+00:00,1.5
2023-02-08 10:55:00.614000+00:00,3.6
2023-02-08 11:55:00.593000+00:00,5.5
2023-02-08 12:55:00.608000+00:00,7.0
2023-02-08 13:55:00.853000+00:00,8.2
2023-02-08 14:55:00.601000+00:00,6.9
2023-02-08 15:55:00.592000+00:00,5.9
2023-02-08 16:55:00.723000+00:00,4.3
2023-02-08 17:55:00.606000+00:00,2.6
2023-02-08 18:55:01.344000+00:00,1.5
2023-02-08 19:55:00.608000+00:00,0.5
2023-02-08 20:55:00.682000+00:00,-1.0
2023-02-08 21:55:00.599000+00:00,-1.2
2023-02-08 22:55:00.731000+00:00,-0.8
2023-02-08 23:55:00.904000+00:00,-1.0
2023-02-09 00:55:00.733000+00:00,-0.6
2023-02-09 01:55:00.880000+00:00,-0.6
2023-02-09 02:55:00.753000+00:00,-1.4
2023-02-09 03:55:00.731000+00:00,0.2
2023-02-09 04:55:00.734000+00:00,0.3
2023-02-09 05:55:00.903000+00:00,0.0
2023-02-09 06:55:00.706000+00:00,0.1
2023-02-09 07:55:00.776000+00:00,0.2
2023-02-09 08:55:00.753000+00:00,1.3
2023-02-09 09:55:00.777000+00:00,2.0
2023-02-09 10:55:00.807000+00:00,3.6
2023-02-09 11:55:00.826000+00:00,4.2
2023-02-09 12:55:00.707000+00:00,5.1
2023-02-09 13:55:00.776000+00:00,5.7
2023-02-09 14:55:00.711000+00:00,5.1
2023-02-09 15:55:00.648000+00:00,4.7
2023-02-09 16:55:00.727000+00:00,4.6
2023-02-09 17:55:00.974000+00:00,4.6
2023-02-09 18:55:00.728000+00:00,4.5
2023-02-09 19:55:00.733000+00:00,3.7
2023-02-09 20:55:00.879000+00:00,3.3
2023-02-09 21:55:00.701000+00:00,2.5
2023-02-09 22:55:00.836000+00:00,2.3
2023-02-09 23:55:00.826000+00:00,2.0
2023-02-10 00:55:00.742000+00:00,1.4
2023-02-10 01:55:00.680000+00:00,1.0
2023-02-10 02:55:00.759000+00:00,1.2
2023-02-10 03:55:00.905000+00:00,1.1
2023-02-10 04:55:00.880000+00:00,1.0
2023-02-10 05:55:00.643000+00:00,0.6
2023-02-10 06:55:00.684000+00:00,0.9
2023-02-10 07:55:00.873000+00:00,1.3
2023-02-10 08:55:00.880000+00:00,3.2
2023-02-10 09:55:00.932000+00:00,4.0
2023-02-10 10:55:00.913000+00:00,4.3
2023-02-10 11:55:00.953000+00:00,5.8
2023-02-10 12:55:00.958000+00:00,7.6
2023-02-10 13:55:00.751000+00:00,8.8
2023-02-10 14:55:03.052000+00:00,7.6
2023-02-10 15:55:00.804000+00:00,6.9
2023-02-10 16:55:00.849000+00:00,6.4
2023-02-10 17:55:12.345000+00:00,6.3
2023-02-10 18:55:00.906000+00:00,6.2
2023-02-10 19:55:00.727000+00:00,6.4
2023-02-10 20:55:00.778000+00:00,6.3
2023-02-10 21:55:00.796000+00:00,6.3
2023-02-10 22:55:00.999000+00:00,6.4
2023-02-10 23:55:00.969000+00:00,6.5
2023-02-11 00:55:00.741000+00:00,6.5
2023-02-11 01:55:00.700000+00:00,6.4
2023-02-11 02:55:00.744000+00:00,6.2
2023-02-11 03:55:00.712000+00:00,6.3
2023-02-11 04:55:00.730000+00:00,6.4
2023-02-11 05:55:00.770000+00:00,6.4
2023-02-11 06:55:00.971000+00:00,6.5
2023-02-11 07:55:03.185000+00:00,6.7
2023-02-11 08:55:00.833000+00:00,7.2
2023-02-11 09:55:00.766000+00:00,8.3
2023-02-11 10:55:00.725000+00:00,9.2
2023-02-11 11:55:00.968000+00:00,9.7
2023-02-11 12:55:00.825000+00:00,10.4
2023-02-11 13:55:00.739000+00:00,11.4
2023-02-11 14:55:00.370000+00:00,10.6
2023-02-11 15:55:00.750000+00:00,10.2
2023-02-11 16:55:00.607000+00:00,9.7
2023-02-11 17:55:00.701000+00:00,9.2
2023-02-11 18:55:00.712000+00:00,8.8
2023-02-11 19:55:00.881000+00:00,8.4
2023-02-11 20:55:00.779000+00:00,8.1
2023-02-11 21:55:00.830000+00:00,7.8
2023-02-11 22:15:00.910000+00:00,7.8
2023-02-11 22:55:00.732000+00:00,7.7
2023-02-11 23:55:00.783000+00:00,7.1
2023-02-12 00:55:00.670000+00:00,6.0
2023-02-12 01:55:00.779000+00:00,5.4
2023-02-12 02:55:00.693000+00:00,4.8
2023-02-12 03:55:00.771000+00:00,3.7
2023-02-12 04:55:00.751000+00:00,4.2
2023-02-12 05:55:00.732000+00:00,5.1
2023-02-12 06:55:00.735000+00:00,5.6
2023-02-12 07:55:00.713000+00:00,6.2
2023-02-12 08:55:00.814000+00:00,7.0
2023-02-12 09:55:00.667000+00:00,8.2
2023-02-12 10:55:00.762000+00:00,8.5
2023-02-12 11:55:00.627000+00:00,8.7
2023-02-12 12:55:00.698000+00:00,8.6
2023-02-12 13:55:00.638000+00:00,8.6
2023-02-12 14:55:00.787000+00:00,8.5
2023-02-12 15:55:00.711000+00:00,8.3
2023-02-12 16:55:00.661000+00:00,8.1
2023-02-12 17:55:00.743000+00:00,7.7
2023-02-12 18:55:00.723000+00:00,7.4
2023-02-12 19:55:00.963000+00:00,7.1
2023-02-12 20:55:00.703000+00:00,6.9
2023-02-12 21:55:00.821000+00:00,6.7
2023-02-12 22:55:00.636000+00:00,6.6
2023-02-12 23:55:00.668000+00:00,6.5
2023-02-13 00:55:00.829000+00:00,6.2
2023-02-13 01:55:00.784000+00:00,6.0
2023-02-13 02:55:00.681000+00:00,6.1
2023-02-13 03:55:00.659000+00:00,6.1
2023-02-13 04:55:00.621000+00:00,6.1
2023-02-13 05:55:00.683000+00:00,5.9
2023-02-13 06:55:00.871000+00:00,6.0
2023-02-13 07:55:00.760000+00:00,6.3
2023-02-13 08:55:00.864000+00:00,6.9
2023-02-13 09:55:00.778000+00:00,8.1
2023-02-13 10:55:02.487000+00:00,8.6
2023-02-13 11:55:01.264000+00:00,9.0
2023-02-13 12:55:00.603000+00:00,9.3
2023-02-13 13:55:00.823000+00:00,10.9
2023-02-13 14:55:00.651000+00:00,10.3
2023-02-13 15:55:00.748000+00:00,9.6
2023-02-13 16:55:00.602000+00:00,7.8
2023-02-13 17:55:00.714000+00:00,5.8
2023-02-13 18:55:01.049000+00:00,4.6
2023-02-13 19:55:00.739000+00:00,3.8
2023-02-13 20:55:00.667000+00:00,2.7
2023-02-13 21:55:00.622000+00:00,1.7
2023-02-13 22:55:00.603000+00:00,1.2
2023-02-13 23:55:00.670000+00:00,1.0
2023-02-14 00:55:00.680000+00:00,0.8
2023-02-14 01:55:00.926000+00:00,0.6
2023-02-14 02:55:00.588000+00:00,0.6
2023-02-14 03:55:00.632000+00:00,0.6
2023-02-14 04:55:00.719000+00:00,0.5
2023-02-14 05:55:00.602000+00:00,0.2
2023-02-14 06:55:00.665000+00:00,-0.7
2023-02-14 07:55:00.709000+00:00,0.9
2023-02-14 08:55:00.672000+00:00,4.0
2023-02-14 09:55:00.550000+00:00,7.3
2023-02-14 10:55:00.662000+00:00,9.6
2023-02-14 11:55:00.624000+00:00,11.4
2023-02-14 12:55:00.572000+00:00,12.9
2023-02-14 13:55:00.598000+00:00,13.8
2023-02-14 14:55:00.571000+00:00,12.2
2023-02-14 15:55:00.599000+00:00,11.3
2023-02-14 16:55:00.608000+00:00,9.7
2023-02-14 17:55:00.639000+00:00,7.5
2023-02-14 18:55:00.551000+00:00,5.5
2023-02-14 19:55:00.806000+00:00,3.6
2023-02-14 20:55:00.635000+00:00,2.8
2023-02-14 21:55:00.681000+00:00,2.1
2023-02-14 22:55:00.702000+00:00,0.9
2023-02-14 23:15:00.519000+00:00,1.0
2023-02-15 00:55:00.495000+00:00,0.1
2023-02-15 01:55:00.496000+00:00,-0.3
2023-02-15 02:55:00.510000+00:00,-0.7
2023-02-15 03:55:00.509000+00:00,-0.7
2023-02-15 04:55:00.484000+00:00,-0.6
2023-02-15 05:55:00.522000+00:00,-1.0
2023-02-15 06:55:00.533000+00:00,-0.8
2023-02-15 07:55:00.487000+00:00,1.7
2023-02-15 08:55:00.490000+00:00,4.2
2023-02-15 09:55:00.490000+00:00,5.9
2023-02-15 10:55:00.484000+00:00,8.2
2023-02-15 11:55:00.499000+00:00,11.5
2023-02-15 12:55:00.540000+00:00,12.4
2023-02-15 13:55:00.497000+00:00,12.8
2023-02-15 14:55:00.496000+00:00,12.2
2023-02-15 15:55:00.522000+00:00,11.2
2023-02-15 16:55:00.514000+00:00,10.0
2023-02-15 17:55:00.476000+00:00,8.5
2023-02-15 18:55:00.479000+00:00,7.9
2023-02-15 19:55:00.563000+00:00,8.1
2023-02-15 20:55:00.605000+00:00,7.7
2023-02-15 21:55:00.547000+00:00,8.4
2023-02-15 22:55:00.485000+00:00,7.6
2023-02-15 23:55:00.483000+00:00,7.5
2023-02-16 00:55:00.509000+00:00,6.9
2023-02-16 01:55:00.487000+00:00,6.4
2023-02-16 02:55:00.513000+00:00,6.1
2023-02-16 03:55:00.487000+00:00,6.4
2023-02-16 04:55:00.519000+00:00,6.6
2023-02-16 05:55:00.555000+00:00,6.7
2023-02-16 06:55:00.504000+00:00,6.6
2023-02-16 07:55:00.510000+00:00,6.8
2023-02-16 08:55:00.496000+00:00,7.0
2023-02-16 09:55:00.588000+00:00,7.6
2023-02-16 10:55:00.521000+00:00,7.1
2023-02-16 11:55:00.513000+00:00,7.7
2023-02-16 12:55:00.223000+00:00,8.5
2023-02-16 13:55:00.224000+00:00,9.2
2023-02-16 14:55:00.240000+00:00,9.7
2023-02-16 15:55:00.227000+00:00,10.0
2023-02-16 16:55:00.238000+00:00,9.4
2023-02-16 17:55:00.207000+00:00,9.3
2023-02-16 18:55:00.217000+00:00,9.5
2023-02-16 19:55:00.240000+00:00,9.4
2023-02-16 20:55:00.220000+00:00,9.6
2023-02-16 21:55:00.223000+00:00,9.8
2023-02-16 22:55:00.230000+00:00,9.9
2023-02-16 23:55:00.231000+00:00,9.9
2023-02-17 00:55:00.236000+00:00,10.0
2023-02-17 01:55:00.225000+00:00,10.1
2023-02-17 02:55:00.220000+00:00,9.7
2023-02-17 03:55:00.222000+00:00,9.7
2023-02-17 04:55:00.236000+00:00,9.9
2023-02-17 05:55:00.241000+00:00,9.9
2023-02-17 06:55:00.221000+00:00,9.9
2023-02-17 07:55:00.219000+00:00,10.3
2023-02-17 08:55:00.258000+00:00,11.0
2023-02-17 09:55:00.313000+00:00,11.5
2023-02-17 10:55:00.251000+00:00,11.5
2023-02-17 11:55:00.480000+00:00,11.5
2023-02-17 12:55:00.239000+00:00,10.8
2023-02-17 13:55:00.306000+00:00,11.3
2023-02-17 14:55:00.237000+00:00,12.0
2023-02-17 15:55:00.212000+00:00,12.0
2023-02-17 16:55:00.244000+00:00,11.6
2023-02-17 17:55:00.224000+00:00,11.0
2023-02-17 18:55:00.234000+00:00,10.5
2023-02-17 19:55:00.246000+00:00,10.3
2023-02-17 20:55:00.234000+00:00,10.1
2023-02-17 21:55:00.208000+00:00,9.9
2023-02-17 22:55:00.220000+00:00,9.4
2023-02-17 23:55:00.235000+00:00,9.3
2023-02-18 00:55:00.223000+00:00,9.6
2023-02-18 01:55:00.249000+00:00,9.5
2023-02-18 02:55:00.280000+00:00,9.0
2023-02-18 03:55:00.249000+00:00,9.3
2023-02-18 04:55:00.239000+00:00,9.9
2023-02-18 05:55:00.227000+00:00,10.0
2023-02-18 06:55:00.221000+00:00,10.0
2023-02-18 07:55:00.222000+00:00,9.9
2023-02-18 08:55:00.227000+00:00,9.8
2023-02-18 09:55:00.226000+00:00,9.3
2023-02-18 10:55:00.235000+00:00,9.6
2023-02-18 11:55:00.229000+00:00,11.3
2023-02-18 12:55:00.230000+00:00,11.6
2023-02-18 13:55:00.245000+00:00,11.9
2023-02-18 14:55:00.225000+00:00,11.9
2023-02-18 15:55:00.228000+00:00,11.7
2023-02-18 16:55:00.231000+00:00,11.0
2023-02-18 17:55:00.245000+00:00,10.9
2023-02-18 18:55:00.232000+00:00,10.3
2023-02-18 19:55:00.213000+00:00,9.9
2023-02-18 20:55:00.228000+00:00,9.9
2023-02-18 21:55:00.255000+00:00,9.8
2023-02-18 22:15:00.230000+00:00,9.7
2023-02-18 22:55:00.232000+00:00,9.9
2023-02-18 23:55:00.239000+00:00,9.9
2023-02-19 00:55:00.245000+00:00,9.8
2023-02-19 01:55:00.257000+00:00,9.6
2023-02-19 02:55:02.394000+00:00,9.4
2023-02-19 03:55:00.225000+00:00,9.3
2023-02-19 04:55:00.235000+00:00,9.1
2023-02-19 05:55:00.232000+00:00,8.7
2023-02-19 06:55:00.237000+00:00,8.5
2023-02-19 07:55:00.253000+00:00,8.4
2023-02-19 08:55:00.235000+00:00,7.9
2023-02-19 09:55:00.209000+00:00,7.2
2023-02-19 10:55:00.252000+00:00,7.1
2023-02-19 11:55:00.250000+00:00,7.2
2023-02-19 12:55:00.253000+00:00,7.1
2023-02-19 13:55:00.246000+00:00,7.2
2023-02-19 14:55:00.226000+00:00,7.7
2023-02-19 15:55:00.236000+00:00,7.5
2023-02-19 16:55:00.262000+00:00,7.3
2023-02-19 17:55:00.243000+00:00,6.9
2023-02-19 18:55:00.257000+00:00,6.6
2023-02-19 19:55:00.263000+00:00,6.0
2023-02-19 20:55:00.249000+00:00,5.2
2023-02-19 21:55:00.237000+00:00,4.9
2023-02-19 22:55:00.229000+00:00,5.0
2023-02-19 23:55:00.227000+00:00,5.6
2023-02-20 00:55:00.241000+00:00,6.0
2023-02-20 01:55:00.241000+00:00,5.8
2023-02-20 02:55:00.224000+00:00,5.7
2023-02-20 03:55:00.234000+00:00,6.4
2023-02-20 04:55:00.239000+00:00,7.0
2023-02-20 05:55:00.208000+00:00,7.4
2023-02-20 06:55:00.271000+00:00,7.7
2023-02-20 07:55:00.238000+00:00,8.0
2023-02-20 08:55:00.230000+00:00,8.5
2023-02-20 09:55:00.225000+00:00,8.5
2023-02-20 10:55:00.246000+00:00,8.7
2023-02-20 11:55:00.214000+00:00,8.7
2023-02-20 12:55:00.219000+00:00,8.9
2023-02-20 13:55:00.229000+00:00,9.4
2023-02-20 14:55:00.221000+00:00,9.3
2023-02-20 15:55:00.226000+00:00,9.1
2023-02-20 16:55:00.213000+00:00,8.8
2023-02-20 17:55:00.224000+00:00,8.6
2023-02-20 18:55:00.225000+00:00,8.5
2023-02-20 19:55:00.240000+00:00,8.4
2023-02-20 20:55:00.231000+00:00,8.5
2023-02-20 21:55:00.219000+00:00,8.6
2023-02-20 22:55:05.047000+00:00,8.7
2023-02-20 23:55:00.237000+00:00,8.7
2023-02-21 00:55:00.212000+00:00,8.6
2023-02-21 01:55:00.223000+00:00,8.6
2023-02-21 02:55:00.218000+00:00,8.6
2023-02-21 03:55:00.228000+00:00,8.5
2023-02-21 04:55:00.226000+00:00,8.4
2023-02-21 05:55:00.226000+00:00,8.2
2023-02-21 06:55:00.240000+00:00,8.0
2023-02-21 07:55:00.227000+00:00,8.0
2023-02-21 08:55:00.233000+00:00,8.1
2023-02-21 09:55:00.238000+00:00,8.3
2023-02-21 10:55:00.214000+00:00,8.7
2023-02-21 11:55:00.239000+00:00,8.9
2023-02-21 12:55:00.243000+00:00,8.8
2023-02-21 13:55:00.223000+00:00,8.9
2023-02-21 14:55:00.227000+00:00,9.0
2023-02-21 15:55:00.218000+00:00,8.9
2023-02-21 16:55:00.243000+00:00,8.6
2023-02-21 17:55:00.222000+00:00,8.5
2023-02-21 18:55:00.268000+00:00,8.3
2023-02-21 19:55:00.268000+00:00,7.9
2023-02-21 20:55:00.241000+00:00,7.9
2023-02-21 21:55:00.258000+00:00,7.8
2023-02-21 22:55:00.241000+00:00,7.6
2023-02-21 23:55:00.250000+00:00,7.5
2023-02-22 00:55:00.245000+00:00,7.4
2023-02-22 01:55:00.224000+00:00,7.1
2023-02-22 02:55:00.238000+00:00,6.6
2023-02-22 03:55:00.234000+00:00,5.9
2023-02-22 04:55:00.228000+00:00,5.4
2023-02-22 05:55:00.253000+00:00,5.2
2023-02-22 06:55:00.239000+00:00,4.9
2023-02-22 07:55:00.232000+00:00,5.3
2023-02-22 08:55:00.211000+00:00,5.7
2023-02-22 09:55:00.222000+00:00,6.2
2023-02-22 10:55:14.279000+00:00,7.9
2023-02-22 11:55:00.221000+00:00,9.5
2023-02-22 12:55:00.237000+00:00,10.3
2023-02-22 13:55:00.224000+00:00,10.8
2023-02-22 14:55:00.206000+00:00,10.7
2023-02-22 15:55:00.241000+00:00,10.2
2023-02-22 16:55:00.240000+00:00,9.9
2023-02-22 17:55:00.231000+00:00,9.1
2023-02-22 18:55:00.238000+00:00,8.7
2023-02-22 19:55:00.239000+00:00,8.6
2023-02-22 20:55:00.234000+00:00,8.6
2023-02-22 21:55:00.240000+00:00,8.3
2023-02-22 22:55:00.223000+00:00,8.0
2023-02-22 23:55:00.225000+00:00,8.0
2023-02-23 00:55:00.216000+00:00,7.8
2023-02-23 01:55:00.234000+00:00,7.7
2023-02-23 02:55:00.229000+00:00,7.5
2023-02-23 03:55:00.237000+00:00,7.4
2023-02-23 04:55:00.221000+00:00,7.1
2023-02-23 05:55:00.283000+00:00,7.0
2023-02-23 06:55:00.226000+00:00,7.0
